created_at	text	user__location	entities__hashtags__text		entities__hashtags__text			
Mon Nov 02 23:02:26 +0000 2015	@spodermenpls @imjustjennywut luv u	null						
								
								
								
Mon Nov 02 23:02:26 +0000 2015	@teamariee_ dang I got another one for you but she going for 200M	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:28 +0000 2015	@DeFutKing who plays RL wagers?	null						
								
								
								
Mon Nov 02 23:02:28 +0000 2015	MWD: Residents may have to pay taxes on their turf rebate money https://t.co/Iuj5Ex7K2W https://t.co/ldeDDrxJNk	Palos Verdes Estates						
								
								
								
Mon Nov 02 23:02:30 +0000 2015	MDSF_Ratings-1792 https://t.co/aN6lUDSKBC	null						
								
								
								
Mon Nov 02 23:02:31 +0000 2015	"This 1 phony?Asked how do I know I get the most girls?He's a prime example!I don't act like a wimpy-man hiding behind a women's picture 4,1?"	Northern California 						
								
								
								
Mon Nov 02 23:02:32 +0000 2015	"Join the In-House Counsel Jobs | JDHUNTR team! See our latest #Legal #job opening here: https://t.co/cOHGBuIDVC #VariousUSCities, US"	"Los Angeles, CA"	Legal					
			job					
			VariousUSCities					
								
Mon Nov 02 23:02:32 +0000 2015	One of the best actors in Hollywood has officially joined the cast of @Marvel's @DrStrange https://t.co/innYk9Bj6y https://t.co/tnpF2hYf6A	null						
								
								
								
Mon Nov 02 23:02:33 +0000 2015	YOU ARE GOD'S WORKMANSHIP!!!	California						
								
								
								
Mon Nov 02 23:02:33 +0000 2015	perguntam pk é que eu gosto tanto deste tipo de musica? simples escolham uma e prestem atenção á letra	Portugal						
								
								
								
Mon Nov 02 23:02:34 +0000 2015	Im stressing about a lot of stuff right now ??	"Hollywood, Los Angeles"						
								
								
								
Mon Nov 02 23:02:34 +0000 2015	"#SimiValley, CA #Nursing #Job: Nurse Practitioner – Simi Valley at CVS Health https://t.co/NTTb0594Rr #Jobs #Hiring #CareerArc"	California	SimiValley					
			Nursing					
			Job					
			Jobs					
			Hiring					
			CareerArc					
Mon Nov 02 23:02:35 +0000 2015	Watching side effects ??	CLOUD 9						
								
								
								
Mon Nov 02 23:02:35 +0000 2015	SG#/ https://t.co/GX7kAYJm1Q	null						
								
								
								
Mon Nov 02 23:02:35 +0000 2015	"Service Assistant - BJ's Restaurants, Inc.: (#CityofIndustry, CA) https://t.co/0urJvUpsPX #Hospitality #Job #Jobs #Hiring #CareerArc"	California	CityofIndustry					
			Hospitality					
			Job					
			Jobs					
			Hiring					
			CareerArc					
Mon Nov 02 23:02:36 +0000 2015	@SonsofPenn just wanna put it out there that it's worth considering Ryan Miller to be a challenge in tonight's game	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:36 +0000 2015	I'm a polarizing figure. You either like me or you'd rather be locked in a room with a polar bear.	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:36 +0000 2015	God of Pop #godofpop #entertainment #kubakaempire https://t.co/tkG9GNPock	Los Angeles	godofpop					
			entertainment					
			kubakaempire					
								
Mon Nov 02 23:02:37 +0000 2015	We're #hiring! Read about our latest #job opening here: Spanish Speaking Psychiatric Nurse Practitioner -... - https://t.co/b5Q5bK324L	"Nashville, Tennessee"	hiring					
			job					
								
								
Mon Nov 02 23:02:38 +0000 2015	"Glendale Adventist Medical Center #Nursing #Job: RN - Orthopedic Services (#Glendale, CA) https://t.co/u8oLX0oreA #Jobs #Hiring #CareerArc"	"Los Angeles, CA"	Nursing					
			Job					
			Glendale					
			Jobs					
			Hiring					
			CareerArc					
Mon Nov 02 23:02:38 +0000 2015	Too many weirdos in L.A.	los angeles						
								
								
								
Mon Nov 02 23:02:39 +0000 2015	Don't know if I should go out tonight	null						
								
								
								
Mon Nov 02 23:02:40 +0000 2015	"@TheAMAs ASSES,ASSHOLES,PIECE OF SHIT!INFINITE TIMES GOD DAMN YOU THROUGH  LIFELONG  THROUGH ETERNITY.READ THIS:https://t.co/nOv3RQFAdY  …"	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:40 +0000 2015	??????Y ?O???Y?? @Twdfan45 @Me_Gofficial @GigiFollows @Reanimator909 @BBYCKS_1 @Trans1110 @Abrazos4u @2020sahara @DopestTrax @Mak844 @Jerz_Gal	TFR # #TFBJP #MGWV #MONDOJUJU						
								
								
								
								
								
								
								
								
								
								
Mon Nov 02 23:02:41 +0000 2015	"Burned my tongue drinking my coffee and for this reason, I can't have my coffee too hot. Or hot at all."	Walnut						
								
								
								
Mon Nov 02 23:02:42 +0000 2015	@WorldStarFunny not worth reading this bullshit.	null						
								
								
								
Mon Nov 02 23:02:42 +0000 2015	"Oh, California. ?? •••••••••••••••••••••••••••••••••••••••••••••• #travel #traveler #traveller… https://t.co/Yt2pgMEzcq"	"California, USA"	travel					
			traveler					
			traveller					
								
Mon Nov 02 23:02:43 +0000 2015	@BellCV We are expanding our locations! We have Boston on our list. Stay tuned!	"Chicago, DC, NYC, VA, MD"						
								
								
								
Mon Nov 02 23:02:43 +0000 2015	When he turn off young thug to play his mixtape https://t.co/P6IXFSkdvW	null						
								
								
								
Mon Nov 02 23:02:44 +0000 2015	"Ohhh la sancha en navidad, si me quiere??"	"Sin encontrarme, en AZ."						
								
								
								
Mon Nov 02 23:02:45 +0000 2015	"@ShoelessJayhawk @benmaller @Eddieonfox @uhbroncofan @Royals Ben, myself, & Eddie picked Royals on the air, Coop picked Mets"	Los Angeles Raider						
								
								
								
								
Mon Nov 02 23:02:45 +0000 2015	MLM company in #NewportBeach CA boasts 7 Pillars of Well Being inspires it. Fourth Pillar is #Balance. They let family exist in confusion	null	NewportBeach					
			Balance					
								
								
Mon Nov 02 23:02:46 +0000 2015	???????? https://t.co/oAohzVdxob	null						
								
								
								
Mon Nov 02 23:02:46 +0000 2015	I can resist everything except temptation. - Oscar Wilde https://t.co/gXPPB6H3fF	null						
								
								
								
Mon Nov 02 23:02:46 +0000 2015	Sometimes I just want to find my spare key!  https://t.co/DBidtkPlMf	"Los Angeles, Ca"						
								
								
								
Mon Nov 02 23:02:48 +0000 2015	@theaugustusrex just like itachi	"fujohive, ca"						
								
								
								
Mon Nov 02 23:02:48 +0000 2015	"Books time (@ ILWU Local 13 Office in San Pedro, CA) https://t.co/3N5NcDsbzd"	"San pedro, CA"						
								
								
								
Mon Nov 02 23:02:49 +0000 2015	I'm happier when I'm in my own world	LA						
								
								
								
Mon Nov 02 23:02:49 +0000 2015	"""Heroes are never perfect, but they're brave, they're authentic, they're courageous, determined,… https://t.co/Oo8xu4GdwC"	www.ashleycummingsyoga.com						
								
								
								
Mon Nov 02 23:02:49 +0000 2015	"This is not the LA that I want to be in (@ South Bay Galleria - @sbgalleria in Redondo Beach, CA) https://t.co/2mEf3m4BBU"	IST to World						
								
								
								
Mon Nov 02 23:02:50 +0000 2015	"@humangarba9e thank you homie, much love!"	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:50 +0000 2015	??	CLOUD 9						
								
								
								
Mon Nov 02 23:02:50 +0000 2015	yungsosaxv .. Chest plate 1st session ... Mr Poizon® #poizonink #mrpoizon… https://t.co/dFsBlHkWVw	null	poizonink					
			mrpoizon					
								
								
Mon Nov 02 23:02:50 +0000 2015	"@melslater @kentbye can I ask, was the book describing a real thing or a fictional thing?"	"Tweets are mine, not my work's"						
								
								
								
Mon Nov 02 23:02:51 +0000 2015	"@AlexLeeWorld Think of it this way, Alex: You're a young man, you have plenty more weekends ahead of you!!! :-)"	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:52 +0000 2015	"Refreshing.. @ Redondo Beach, California https://t.co/2IrY2iZSDt"	Los Angeles CA						
								
								
								
Mon Nov 02 23:02:53 +0000 2015	"tava reprisando o EMA, coloquei bem na hora que ashley e shay entregam o premio pro Justin *-* LUAN REI DO BR  #PJBJovemDoAnoLuanSantana"	? All Around The World ? 27/09	PJBJovemDoAnoLuanSantana					
								
								
								
Mon Nov 02 23:02:52 +0000 2015	https://t.co/8vGGybaY3Y	null						
								
								
								
Mon Nov 02 23:02:53 +0000 2015	Just posted a video @ Westfield Fashion Square https://t.co/95ZoD8ozij	Mcallen Texas						
								
								
								
Mon Nov 02 23:02:53 +0000 2015	@lilyaldridge revealed this year's $2 million bra she'll be wearing for the VS show. She looks like… https://t.co/srhcznT5yx	"Hollywood, CA"						
								
								
								
Mon Nov 02 23:02:54 +0000 2015	@TheHooplaShow @Lakers that's fine. Hope he keeps shooting 25-30 times a game. That will make for prime time television lol. JL	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:54 +0000 2015	See VALERIE FANS https://t.co/kFm3gpLljT	costanzo740@gmail.com						
								
								
								
Mon Nov 02 23:02:55 +0000 2015	"@TheAMAs ASSES,ASSHOLES,PIECE OF SHIT!INFINITE TIMES GOD DAMN YOU THROUGH  LIFELONG THROUGH ETERNITY.READ THIS:https://t.co/nOv3RQFAdY …"	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:55 +0000 2015	I feel like the @49ers keep finding a way to break your heart... Over and over again ?? https://t.co/gjpiDYtyAf	SoCal						
								
								
								
Mon Nov 02 23:02:56 +0000 2015	@ruaboutthatlife the hustle is starting. tough sometimes.	L A x N J x I S R A E L						
								
								
								
Mon Nov 02 23:02:55 +0000 2015	@Sia @instagram done :) https://t.co/UC0LsAxkGL	sitting with squirrels. 						
								
								
								
Mon Nov 02 23:02:57 +0000 2015	Leonardo sabe Muito de futebol cara Muito inteligente  https://t.co/KhfaTTW7lt	"Malibu , California"						
								
								
								
Mon Nov 02 23:02:57 +0000 2015	https://t.co/XholS0fLnS	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:57 +0000 2015	Leaked Force Awakens script-  3PO: It's terrible! Stormtroopers are diarrheaing all inside R2!  Solo: I'm gettin' too old for this sh**	"Los Angeles, CA"						
								
								
								
Mon Nov 02 23:02:57 +0000 2015	So excited!!! See you soon @SKGaming ? https://t.co/3Nmdh6ttMc	null						
								
								
								
Mon Nov 02 23:02:59 +0000 2015	man i love itachi	"fujohive, ca"						
								
								
								
Mon Nov 02 23:02:59 +0000 2015	On break and bored a.f	"Los Angeles , Watts , Compton "						
								
								
								
Mon Nov 02 23:03:00 +0000 2015	Think I'm going to really just Netflix and chill tonight	null						
								
								
								
Mon Nov 02 23:03:00 +0000 2015	i hate that carnage associates himself with chipotle. why can he associate himself with shit no one likes panera bread or something	"Simi Valley, CA"						
